applicant_id,age,sex,race,income,credit_score,dti,institution_id,cohort_default_rate,program_level,major,loan_amount,model1_recommendation,model2_recommendation,loan_granted,good_loan
304,22,F,White,2500,847,0.234,135,0.0452,undergrad,STEM,19000.0,1,1,1,1
305,28,F,Black,20000,415,0.153,13,0.1069,undergrad,Business,34000.0,0,0,0,
306,19,M,White,7000,697,0.208,177,0.1282,undergrad,Business,38000.0,0,1,1,1
307,19,F,White,7000,850,0.241,73,0.0228,undergrad,Business,27000.0,1,1,1,1
308,25,M,White,27000,796,0.343,73,0.0228,undergrad,Arts,37000.0,1,0,1,0
309,19,M,White,2000,666,0.102,85,0.0294,undergrad,STEM,26000.0,1,1,1,1
310,30,M,White,28000,300,0.054,229,0.0846,undergrad,Arts,57000.0,0,0,0,
311,19,F,Black,6500,841,0.192,76,0.0207,undergrad,Arts,37000.0,1,1,1,1
312,19,M,Other,4000,625,0.216,191,0.0216,undergrad,Arts,22000.0,1,0,0,
313,29,M,White,23000,658,0.044,76,0.0207,undergrad,Arts,38000.0,1,1,1,1
314,23,F,White,4000,613,0.313,244,0.0402,undergrad,STEM,25000.0,0,0,0,
315,20,M,Other,6500,814,0.139,73,0.0228,undergrad,Arts,52000.0,1,1,1,1
316,30,M,White,26000,835,0.137,135,0.0452,undergrad,Arts,25000.0,1,1,1,1
317,32,M,White,24000,808,0.376,135,0.0452,undergrad,Arts,33000.0,0,0,1,0
318,19,F,White,14000,850,0.195,229,0.0846,graduate,Business,103000.0,1,1,1,1
319,26,F,White,21000,808,0.175,233,0.0656,undergrad,Arts,18000.0,1,1,1,1
320,20,F,Black,8000,586,0.297,135,0.0452,undergrad,Business,45000.0,0,0,0,
321,28,M,White,37000,596,0.139,25,0.0455,undergrad,STEM,29000.0,1,1,1,1
322,30,F,White,22000,609,0.209,73,0.0228,undergrad,STEM,34000.0,1,1,1,1
323,22,F,Asian,7500,702,0.293,135,0.0452,undergrad,STEM,30000.0,1,0,1,1
324,31,F,Other,19000,406,0.191,64,0.0894,undergrad,Business,34000.0,0,0,0,
325,19,M,White,7000,699,0.112,59,0.3318,undergrad,Arts,25000.0,0,1,1,1
326,20,F,White,2500,504,0.285,96,0.0599,undergrad,Arts,77000.0,0,0,0,
327,23,F,White,2500,706,0.064,135,0.0452,undergrad,STEM,24000.0,1,1,1,1
328,22,M,White,7500,701,0.031,62,0.0725,undergrad,Business,71000.0,1,1,1,1
329,19,F,White,15000,783,0.125,135,0.0452,graduate,Business,146000.0,1,1,1,1
330,22,M,White,13000,710,0.233,135,0.0452,graduate,Law,47000.0,1,1,1,1
331,26,M,White,15000,656,0.236,154,0.0379,graduate,STEM,45000.0,1,1,1,1
332,27,F,White,19000,638,0.237,76,0.0207,undergrad,Business,77000.0,1,0,1,1
333,26,F,Black,27000,667,0.323,135,0.0452,undergrad,STEM,25000.0,0,0,0,
334,19,M,Other,27000,850,0.076,147,0.1174,graduate,Business,58000.0,1,1,1,1
335,24,M,White,14000,850,0.275,133,0.0638,graduate,Arts,22000.0,1,1,1,1
336,27,M,White,27000,627,0.112,110,0.1298,undergrad,Arts,90000.0,0,1,1,1
337,25,M,White,16000,734,0.316,104,0.0834,undergrad,Business,43000.0,0,0,0,
338,24,M,White,37000,850,0.188,244,0.0402,undergrad,STEM,34000.0,1,1,1,1
339,19,F,Other,6500,775,0.106,25,0.0455,undergrad,Arts,41000.0,1,1,1,1
340,23,M,White,5500,783,0.104,73,0.0228,undergrad,Arts,19000.0,1,1,1,1
341,25,F,Other,23000,657,0.238,76,0.0207,undergrad,Business,45000.0,1,0,1,1
342,32,M,White,11000,747,0.293,62,0.0725,graduate,Business,102000.0,0,0,1,1
343,26,M,Asian,15000,575,0.108,73,0.0228,graduate,STEM,100000.0,1,1,1,1
344,21,M,White,30000,643,0.248,135,0.0452,graduate,Arts,9000.0,1,0,1,1
345,28,M,White,20000,387,0.226,229,0.0846,graduate,Law,40000.0,0,1,0,
346,30,F,White,21000,850,0.215,135,0.0452,graduate,Law,84000.0,1,1,1,1
347,22,F,White,27000,784,0.304,62,0.0725,graduate,Business,86000.0,0,0,1,1
348,19,M,White,7000,789,0.161,38,0.0889,undergrad,Business,24000.0,1,1,1,1
349,21,M,Black,7000,588,0.158,25,0.0455,undergrad,Arts,12000.0,1,0,0,
350,19,F,White,28000,850,0.054,25,0.0455,graduate,Arts,13000.0,1,1,1,1
351,19,M,White,3000,802,0.137,135,0.0452,undergrad,STEM,92000.0,1,1,1,1
352,22,F,Asian,2500,842,0.043,60,0.0353,undergrad,Arts,35000.0,1,1,1,1
353,29,F,White,31000,849,0.099,62,0.0725,graduate,Law,46000.0,1,1,1,1
354,19,F,White,7500,815,0.334,96,0.0599,undergrad,Arts,28000.0,0,0,1,0
355,30,F,White,25000,810,0.156,186,0.0625,undergrad,STEM,57000.0,1,1,1,1
356,24,F,Other,37000,576,0.461,25,0.0455,undergrad,Arts,62000.0,0,0,0,
357,19,F,Black,4500,588,0.155,62,0.0725,undergrad,Business,40000.0,1,1,0,
358,20,M,White,3500,728,0.155,76,0.0207,undergrad,Business,13000.0,1,1,1,1
359,21,M,Other,32000,535,0.36,4,0.1403,graduate,Business,65000.0,0,0,0,
360,19,M,Asian,4000,850,0.36,14,0.0717,undergrad,Business,54000.0,0,0,1,0
361,22,F,Other,7000,565,0.075,135,0.0452,undergrad,Arts,22000.0,1,1,1,1
362,24,M,White,22000,765,0.091,135,0.0452,graduate,Business,35000.0,1,1,1,1
363,23,F,White,3000,850,0.127,96,0.0599,undergrad,Arts,33000.0,1,1,1,1
364,24,M,White,17000,820,0.221,135,0.0452,undergrad,STEM,49000.0,1,1,1,1
365,20,F,White,10000,576,0.172,229,0.0846,graduate,Business,52000.0,0,1,1,1
366,26,F,White,10000,600,0.121,48,0.0614,undergrad,STEM,106000.0,1,1,1,1
367,22,F,White,1000,677,0.335,135,0.0452,undergrad,Arts,40000.0,0,0,0,
368,22,F,White,2000,647,0.177,135,0.0452,undergrad,Business,8000.0,1,1,1,1
369,21,M,White,36000,715,0.21,25,0.0455,graduate,Business,25000.0,1,1,1,1
370,22,F,White,20000,850,0.26,119,0.1048,graduate,STEM,104000.0,0,1,1,1
371,23,M,Other,2500,479,0.302,135,0.0452,undergrad,Business,29000.0,0,0,0,
372,37,F,Other,78000,571,0.3,135,0.0452,undergrad,Business,100000.0,0,0,0,
373,35,M,White,31000,798,0.172,76,0.0207,graduate,Business,61000.0,1,1,1,1
374,19,F,Black,2500,736,0.059,71,0.0857,undergrad,STEM,18000.0,1,1,1,1
375,31,F,White,53000,541,0.148,96,0.0599,undergrad,Arts,34000.0,1,1,0,
376,24,M,Other,10000,616,0.305,76,0.0207,undergrad,Arts,8000.0,0,0,0,
377,20,M,White,31000,612,0.103,213,0.0772,graduate,STEM,18000.0,1,1,1,1
378,20,F,Other,7500,502,0.181,135,0.0452,undergrad,STEM,27000.0,1,0,0,
379,31,F,White,38000,622,0.074,38,0.0889,undergrad,Business,26000.0,1,1,1,1
380,19,F,Asian,1500,660,0.245,135,0.0452,undergrad,Arts,47000.0,0,0,1,0
381,26,F,White,20000,850,0.341,205,0.016,undergrad,Arts,111000.0,1,0,1,0
382,30,F,White,12000,758,0.117,73,0.0228,undergrad,Arts,22000.0,1,1,1,1
383,23,M,White,1500,666,0.122,20,0.0,undergrad,Arts,16000.0,1,1,1,1
384,20,F,Black,4500,562,0.367,112,0.1324,undergrad,Business,47000.0,0,0,0,
385,27,M,White,19000,705,0.029,73,0.0228,undergrad,STEM,45000.0,1,1,1,1
386,32,M,White,22000,849,0.075,62,0.0725,undergrad,Arts,29000.0,1,1,1,1
387,24,M,Black,41000,670,0.149,62,0.0725,undergrad,Business,63000.0,1,1,1,1
388,23,F,Asian,23000,637,0.305,135,0.0452,graduate,Business,32000.0,1,0,1,0
389,19,M,Black,20000,564,0.126,154,0.0379,graduate,Arts,8000.0,1,1,1,1
390,22,F,White,22000,538,0.101,139,0.3296,graduate,Business,65000.0,0,1,1,1
391,19,F,White,3500,659,0.196,83,0.1236,undergrad,STEM,13000.0,0,1,1,1
392,30,M,White,12000,589,0.283,196,0.1026,undergrad,Business,36000.0,0,0,0,
393,29,F,White,33000,692,0.243,217,0.0653,undergrad,Business,37000.0,1,1,1,1
394,26,F,White,21000,722,0.158,18,0.037,undergrad,Arts,28000.0,1,1,1,1
395,21,F,Asian,6500,623,0.234,76,0.0207,undergrad,Arts,98000.0,1,0,1,1
396,25,M,White,38000,772,0.191,76,0.0207,graduate,STEM,36000.0,1,1,1,1
397,24,M,White,19000,832,0.027,110,0.1298,graduate,Business,79000.0,1,1,1,1
398,22,F,Other,1000,575,0.343,135,0.0452,undergrad,Arts,19000.0,0,0,0,
399,25,F,Black,16000,347,0.12,229,0.0846,graduate,Law,22000.0,0,1,0,
400,19,F,White,1500,610,0.182,61,0.0825,undergrad,Arts,32000.0,0,0,1,1
401,24,F,White,47000,850,0.141,25,0.0455,undergrad,Arts,31000.0,1,1,1,1
402,26,M,Other,23000,737,0.11,171,0.0801,undergrad,Arts,11000.0,1,1,1,1
403,21,M,Black,6500,850,0.12,25,0.0455,undergrad,Arts,20000.0,1,1,1,1
404,30,F,Black,10000,833,0.137,244,0.0402,undergrad,Business,26000.0,1,1,1,1
405,29,F,White,22000,850,0.349,121,0.026,undergrad,STEM,67000.0,1,0,1,1
406,23,F,White,7500,850,0.427,124,0.3591,undergrad,STEM,48000.0,0,0,0,
407,27,M,Asian,24000,728,0.225,76,0.0207,undergrad,Arts,27000.0,1,0,1,1
408,21,M,Black,47000,631,0.227,62,0.0725,graduate,Business,36000.0,1,1,1,1
409,19,M,White,1500,740,0.13,211,0.0262,undergrad,Business,21000.0,1,1,1,1
410,26,F,White,18000,770,0.095,76,0.0207,graduate,Law,66000.0,1,1,1,1
411,26,M,White,12000,821,0.276,66,0.0349,graduate,Arts,23000.0,1,0,1,1
412,22,F,Other,17000,493,0.206,37,0.0627,graduate,Business,23000.0,0,0,0,
413,29,F,Asian,39000,850,0.194,133,0.0638,undergrad,Arts,21000.0,1,1,1,1
414,29,M,White,19000,639,0.415,232,0.083,undergrad,STEM,19000.0,0,0,0,
415,30,M,Asian,11000,850,0.099,135,0.0452,undergrad,Arts,50000.0,1,1,1,1
416,28,M,Black,14000,300,0.18,46,0.0694,undergrad,Arts,34000.0,0,0,0,
417,25,M,White,20000,567,0.174,148,0.0975,undergrad,Arts,29000.0,0,0,0,
418,22,F,White,18000,617,0.146,77,0.3375,graduate,Business,49000.0,0,1,1,1
419,24,M,White,24000,511,0.052,135,0.0452,graduate,Arts,47000.0,1,1,1,1
420,35,F,White,13000,690,0.296,135,0.0452,undergrad,Arts,35000.0,0,0,0,
421,21,F,White,1500,850,0.112,25,0.0455,undergrad,Arts,69000.0,1,1,1,1
422,34,F,White,46000,850,0.292,76,0.0207,graduate,Law,59000.0,1,1,1,1
423,19,F,Asian,4500,850,0.096,18,0.037,undergrad,Arts,39000.0,1,1,1,1
424,19,M,Black,1500,716,0.125,62,0.0725,undergrad,Business,28000.0,1,1,1,1
425,26,F,Black,14000,840,0.249,122,0.0715,graduate,Law,68000.0,1,1,1,1
426,26,M,Black,27000,740,0.121,205,0.016,undergrad,Business,46000.0,1,1,1,1
427,23,F,White,2500,850,0.085,122,0.0715,undergrad,STEM,47000.0,1,1,1,1
428,22,F,White,11000,802,0.173,135,0.0452,graduate,Law,37000.0,1,1,1,1
429,24,F,Other,25000,723,0.291,135,0.0452,undergrad,Arts,72000.0,0,0,0,
430,19,M,Black,6500,693,0.398,229,0.0846,undergrad,STEM,9000.0,0,0,0,
431,22,M,White,14000,634,0.184,76,0.0207,graduate,Law,34000.0,1,1,1,1
432,32,F,Other,31000,850,0.112,76,0.0207,undergrad,STEM,30000.0,1,1,1,1
433,21,M,White,7500,327,0.42,96,0.0599,undergrad,Arts,34000.0,0,0,0,
434,32,F,White,28000,817,0.098,76,0.0207,graduate,Business,34000.0,1,1,1,1
435,19,M,Black,5500,643,0.371,147,0.1174,undergrad,Arts,24000.0,0,0,0,
436,29,F,White,13000,655,0.086,135,0.0452,undergrad,Business,9000.0,1,1,1,1
437,32,F,White,31000,445,0.218,25,0.0455,graduate,Law,45000.0,1,1,0,
438,22,M,Black,2000,431,0.059,32,0.0583,undergrad,Arts,24000.0,1,1,0,
439,22,F,White,10000,378,0.137,62,0.0725,graduate,Arts,52000.0,0,0,0,
440,27,M,White,37000,666,0.102,135,0.0452,graduate,Business,50000.0,1,1,1,1
441,19,F,White,21000,850,0.372,124,0.3591,graduate,Arts,18000.0,0,0,1,0
442,23,M,White,3500,542,0.077,96,0.0599,undergrad,Business,70000.0,1,1,1,1
443,19,M,Other,4500,645,0.154,110,0.1298,undergrad,Business,66000.0,0,1,1,1
444,23,M,White,4000,654,0.293,154,0.0379,undergrad,Business,13000.0,0,0,0,
445,23,M,White,1500,573,0.211,23,0.3749,undergrad,Arts,20000.0,0,0,0,
446,27,F,White,20000,608,0.238,23,0.3749,undergrad,Arts,18000.0,0,0,0,
447,26,F,White,11000,829,0.202,135,0.0452,undergrad,STEM,19000.0,1,1,1,1
448,19,M,White,17000,686,0.099,74,0.1617,graduate,Business,47000.0,0,1,1,1
449,24,F,White,10000,791,0.199,96,0.0599,undergrad,STEM,17000.0,1,1,1,1
450,19,M,White,21000,660,0.133,229,0.0846,graduate,Law,47000.0,1,1,1,1
451,22,F,White,3000,670,0.284,135,0.0452,undergrad,Business,28000.0,0,0,0,
452,21,F,White,10000,551,0.101,122,0.0715,graduate,Law,126000.0,1,1,1,1
453,22,F,White,6000,845,0.262,38,0.0889,undergrad,Arts,42000.0,0,0,1,1
454,31,F,White,17000,625,0.527,135,0.0452,undergrad,Arts,26000.0,0,0,0,
455,33,M,White,31000,570,0.222,135,0.0452,undergrad,STEM,50000.0,1,0,0,
456,24,F,White,21000,487,0.29,135,0.0452,undergrad,Business,46000.0,0,0,0,
457,19,F,Other,2000,572,0.271,76,0.0207,undergrad,Arts,43000.0,0,0,0,
458,33,F,White,32000,642,0.378,76,0.0207,graduate,Law,160000.0,1,0,1,0
459,20,M,Asian,2500,608,0.033,73,0.0228,undergrad,STEM,64000.0,1,1,1,1
460,19,F,Black,32000,669,0.21,142,0.3267,graduate,Law,52000.0,0,1,1,1
461,31,F,Asian,29000,559,0.065,135,0.0452,undergrad,Arts,22000.0,1,1,1,1
462,27,F,Black,17000,706,0.318,96,0.0599,undergrad,Arts,37000.0,0,0,0,
463,26,F,White,29000,749,0.301,62,0.0725,undergrad,Arts,15000.0,0,0,1,0
464,19,F,White,1000,696,0.256,135,0.0452,undergrad,STEM,55000.0,1,0,1,1
465,27,M,Asian,31000,825,0.194,34,0.0406,undergrad,STEM,21000.0,1,1,1,1
466,25,M,White,53000,663,0.562,161,0.086,graduate,Business,24000.0,0,0,0,
467,22,F,White,16000,565,0.079,246,0.0089,graduate,Law,46000.0,1,1,1,1
468,19,F,Other,2500,766,0.162,195,0.0089,undergrad,Business,24000.0,1,1,1,1
469,29,F,Other,32000,836,0.117,62,0.0725,undergrad,STEM,28000.0,1,1,1,1
470,29,F,White,37000,685,0.253,124,0.3591,undergrad,Business,14000.0,0,1,0,
471,25,F,White,49000,781,0.202,76,0.0207,graduate,Business,50000.0,1,1,1,1
472,25,M,White,35000,393,0.206,62,0.0725,undergrad,STEM,27000.0,0,0,0,
473,23,F,Black,7500,645,0.171,135,0.0452,undergrad,Arts,16000.0,1,0,1,1
474,32,F,White,24000,850,0.299,76,0.0207,undergrad,STEM,35000.0,1,1,1,1
475,22,F,White,7500,531,0.18,25,0.0455,undergrad,Arts,52000.0,0,0,0,
476,20,M,Asian,21000,850,0.166,131,0.1344,graduate,Law,49000.0,1,1,1,1
477,24,M,White,20000,715,0.141,104,0.0834,undergrad,Business,25000.0,1,1,1,1
478,19,M,White,6500,850,0.294,36,0.0336,undergrad,Arts,18000.0,1,0,1,1
479,19,F,White,2500,805,0.252,49,0.0625,undergrad,Arts,16000.0,0,0,1,1
480,19,F,White,14000,648,0.199,229,0.0846,graduate,STEM,52000.0,0,1,1,1
481,31,F,White,25000,374,0.206,229,0.0846,graduate,STEM,74000.0,0,0,0,
482,26,M,White,13000,523,0.231,215,0.1175,graduate,Law,29000.0,0,1,0,
483,22,M,White,8000,741,0.074,248,0.0114,undergrad,Business,46000.0,1,1,1,1
484,21,M,Other,16000,589,0.15,38,0.0889,graduate,Business,38000.0,1,1,1,1
485,31,F,White,15000,614,0.291,96,0.0599,undergrad,Arts,21000.0,0,0,0,
486,21,F,Other,2500,743,0.172,34,0.0406,undergrad,STEM,48000.0,1,1,1,1
487,26,F,White,21000,586,0.125,48,0.0614,graduate,STEM,38000.0,1,1,1,1
488,25,F,White,28000,850,0.107,62,0.0725,undergrad,Arts,67000.0,1,1,1,1
489,32,F,White,51000,704,0.172,25,0.0455,graduate,Law,33000.0,1,1,1,1
490,29,M,Black,31000,850,0.386,96,0.0599,undergrad,STEM,33000.0,0,0,0,
491,19,F,White,4500,850,0.132,130,0.0738,undergrad,STEM,33000.0,1,1,1,1
492,20,F,White,5000,674,0.171,76,0.0207,undergrad,STEM,29000.0,1,1,1,1
493,31,M,White,25000,561,0.159,96,0.0599,graduate,Law,70000.0,1,1,1,1
494,19,F,White,19000,349,0.388,130,0.0738,graduate,Law,50000.0,0,0,0,
495,27,M,White,17000,850,0.332,50,0.125,undergrad,STEM,26000.0,0,0,1,1
496,29,M,White,22000,751,0.112,73,0.0228,graduate,Business,36000.0,1,1,1,1
497,28,F,White,38000,457,0.12,135,0.0452,undergrad,Arts,74000.0,1,0,0,
498,25,F,White,21000,413,0.126,135,0.0452,graduate,Law,75000.0,1,1,0,
499,27,F,White,22000,716,0.066,35,0.1592,undergrad,Arts,10000.0,0,1,1,1
500,26,F,White,14000,613,0.039,135,0.0452,undergrad,STEM,23000.0,1,1,1,1
501,20,F,White,2500,850,0.079,96,0.0599,undergrad,Arts,36000.0,1,1,1,1
502,26,M,Black,10000,638,0.432,142,0.3267,graduate,Arts,33000.0,0,0,0,
503,26,F,White,29000,724,0.173,180,0.0494,graduate,STEM,71000.0,1,1,1,1
504,26,F,White,45000,850,0.117,151,0.0589,undergrad,Arts,11000.0,1,1,1,1
505,25,M,White,21000,498,0.172,76,0.0207,undergrad,Arts,58000.0,1,0,1,1
506,21,F,White,10000,850,0.171,135,0.0452,graduate,Law,53000.0,1,1,1,1
507,29,M,Black,27000,654,0.315,229,0.0846,undergrad,STEM,68000.0,0,0,0,
508,29,M,White,18000,618,0.207,96,0.0599,graduate,Business,42000.0,1,1,1,1
509,21,F,White,7500,495,0.025,229,0.0846,undergrad,Arts,65000.0,0,1,1,1
510,19,M,White,2500,680,0.374,135,0.0452,undergrad,STEM,38000.0,0,0,0,
511,26,F,White,30000,680,0.144,108,0.1121,undergrad,STEM,87000.0,0,1,1,1
512,21,M,White,7500,850,0.249,244,0.0402,undergrad,Arts,39000.0,1,0,1,1
513,25,F,Black,22000,715,0.117,135,0.0452,undergrad,Arts,17000.0,1,1,1,1
514,21,M,White,2000,837,0.298,23,0.3749,undergrad,Arts,32000.0,0,0,1,0
515,27,M,Other,12000,850,0.053,125,0.076,undergrad,Arts,39000.0,1,1,1,1
516,22,M,White,21000,850,0.212,135,0.0452,graduate,Arts,26000.0,1,1,1,1
517,19,F,Other,4000,565,0.271,154,0.0379,undergrad,Business,10000.0,0,0,0,
518,22,F,White,17000,789,0.092,32,0.0583,graduate,Arts,40000.0,1,1,1,1
519,19,F,White,1500,594,0.099,14,0.0717,undergrad,STEM,18000.0,1,1,1,1
520,19,F,Asian,3000,817,0.116,76,0.0207,undergrad,Arts,31000.0,1,1,1,1
521,29,F,White,27000,638,0.16,118,0.0732,graduate,Law,95000.0,1,1,1,1
522,19,F,White,7000,665,0.302,30,0.0321,undergrad,Arts,28000.0,0,0,1,0
523,21,F,White,1500,544,0.035,11,0.1175,undergrad,Business,46000.0,0,1,1,1
524,19,F,White,4500,710,0.167,135,0.0452,undergrad,STEM,16000.0,1,1,1,1
525,19,M,White,4500,850,0.324,10,0.0396,undergrad,Business,70000.0,1,0,1,1
526,25,M,White,38000,526,0.206,124,0.3591,undergrad,Arts,64000.0,0,0,0,
527,23,M,Asian,2500,805,0.172,73,0.0228,undergrad,STEM,25000.0,1,1,1,1
528,19,F,White,1500,786,0.279,25,0.0455,undergrad,Arts,11000.0,0,0,1,0
529,23,F,Other,4500,761,0.19,135,0.0452,undergrad,Arts,34000.0,1,1,1,1
530,32,F,White,32000,720,0.116,135,0.0452,undergrad,Arts,31000.0,1,1,1,1
531,19,M,Asian,5000,850,0.231,47,0.0941,undergrad,STEM,18000.0,0,1,1,1
532,23,F,White,2000,850,0.19,76,0.0207,undergrad,Arts,28000.0,1,1,1,1
533,26,F,White,17000,629,0.156,80,0.1469,graduate,Law,42000.0,0,1,1,1
534,26,F,White,27000,632,0.336,25,0.0455,graduate,Law,36000.0,1,1,0,
535,27,F,White,20000,850,0.131,135,0.0452,undergrad,Arts,31000.0,1,1,1,1
536,19,M,Asian,15000,771,0.319,76,0.0207,graduate,Law,65000.0,1,1,1,1
537,19,F,Black,1500,580,0.244,35,0.1592,undergrad,STEM,17000.0,0,0,0,
538,24,F,White,19000,850,0.416,135,0.0452,graduate,STEM,50000.0,0,0,1,0
539,25,F,White,64000,505,0.169,25,0.0455,graduate,Business,41000.0,1,1,1,1
540,23,M,Black,2000,618,0.28,135,0.0452,undergrad,Business,90000.0,0,0,0,
541,32,M,White,28000,618,0.384,158,0.147,undergrad,Business,44000.0,0,0,0,
542,26,F,White,23000,720,0.251,76,0.0207,undergrad,Business,23000.0,1,1,1,1
543,20,M,White,2500,764,0.31,248,0.0114,undergrad,Arts,9000.0,1,0,1,0
544,28,M,White,26000,850,0.176,30,0.0321,graduate,Law,22000.0,1,1,1,1
545,25,F,White,19000,669,0.276,135,0.0452,graduate,STEM,50000.0,1,0,1,1
546,22,M,White,33000,850,0.253,25,0.0455,graduate,STEM,20000.0,1,1,1,1
547,21,M,White,5500,359,0.116,161,0.086,undergrad,Business,50000.0,0,0,0,
548,19,M,White,26000,850,0.293,229,0.0846,graduate,Law,14000.0,1,1,1,1
549,21,M,Asian,2500,703,0.283,135,0.0452,undergrad,Business,48000.0,0,0,1,0
550,23,M,Other,6000,642,0.112,47,0.0941,undergrad,STEM,23000.0,1,1,1,1
551,26,F,White,37000,798,0.239,238,0.1193,undergrad,Business,15000.0,0,1,1,1
552,26,F,Other,19000,590,0.32,135,0.0452,undergrad,Business,35000.0,0,0,0,
553,29,F,Black,12000,642,0.208,96,0.0599,undergrad,STEM,16000.0,1,1,0,
554,22,F,Black,7500,692,0.147,121,0.026,undergrad,Business,32000.0,1,1,1,1
555,19,F,White,29000,655,0.117,43,0.1253,graduate,Law,50000.0,1,1,1,1
556,23,M,White,8000,752,0.174,20,0.0,undergrad,Business,16000.0,1,1,1,1
557,25,M,White,25000,850,0.209,135,0.0452,undergrad,Arts,181000.0,1,1,1,1
558,27,F,Other,16000,812,0.196,15,0.0585,undergrad,Business,56000.0,1,1,1,1
559,24,F,White,26000,850,0.55,62,0.0725,undergrad,Arts,21000.0,0,0,0,
560,24,F,White,13000,762,0.224,62,0.0725,undergrad,Arts,23000.0,0,0,1,1
561,25,F,White,22000,569,0.142,233,0.0656,undergrad,Arts,21000.0,1,1,1,1
562,25,M,Other,46000,488,0.229,65,0.1242,undergrad,Arts,23000.0,0,0,0,
563,27,F,White,27000,567,0.195,38,0.0889,undergrad,STEM,12000.0,0,1,0,
564,25,F,Black,16000,571,0.317,25,0.0455,graduate,Law,34000.0,0,0,0,
565,33,M,White,21000,764,0.172,128,0.0627,undergrad,Arts,14000.0,1,1,1,1
566,23,F,Asian,3500,573,0.14,135,0.0452,undergrad,Arts,33000.0,1,0,1,1
567,24,M,Other,22000,850,0.152,135,0.0452,graduate,Law,18000.0,1,1,1,1
568,24,M,Asian,12000,705,0.119,62,0.0725,undergrad,Business,42000.0,1,1,1,1
569,25,M,White,38000,593,0.261,149,0.0597,undergrad,Arts,16000.0,0,0,0,
570,24,F,White,42000,481,0.348,135,0.0452,graduate,STEM,16000.0,0,0,0,
571,30,M,White,29000,775,0.166,96,0.0599,undergrad,Arts,57000.0,1,1,1,1
572,38,M,White,20000,752,0.168,229,0.0846,undergrad,Arts,29000.0,0,1,1,1
573,30,F,White,29000,850,0.113,73,0.0228,undergrad,Arts,102000.0,1,1,1,1
574,30,F,White,24000,695,0.157,23,0.3749,graduate,Arts,54000.0,0,1,1,1
575,19,F,Black,13000,767,0.266,76,0.0207,graduate,Law,70000.0,1,1,1,1
576,27,M,White,12000,602,0.288,62,0.0725,undergrad,Arts,46000.0,0,0,0,
577,26,F,White,17000,732,0.02,135,0.0452,graduate,Law,40000.0,1,1,1,1
578,27,M,White,52000,779,0.165,96,0.0599,undergrad,Arts,7000.0,1,1,1,1
579,23,M,White,5000,476,0.206,177,0.1282,undergrad,Arts,18000.0,0,0,0,
580,24,M,Other,42000,711,0.145,59,0.3318,undergrad,Business,69000.0,0,1,1,1
581,24,F,White,29000,392,0.136,135,0.0452,graduate,STEM,70000.0,1,1,0,
582,30,F,White,18000,569,0.298,60,0.0353,undergrad,Arts,16000.0,0,0,0,
583,24,M,White,24000,765,0.044,181,0.0695,graduate,Arts,18000.0,1,1,1,1
584,28,F,Black,17000,726,0.312,129,0.0707,undergrad,Arts,33000.0,0,0,0,
585,29,F,White,20000,678,0.167,25,0.0455,undergrad,STEM,59000.0,1,1,1,1
586,23,F,White,30000,729,0.286,23,0.3749,graduate,STEM,18000.0,0,1,1,1
587,19,F,Black,4000,488,0.147,59,0.3318,undergrad,STEM,38000.0,0,1,0,
588,25,M,White,28000,650,0.293,190,0.0622,graduate,Business,95000.0,0,0,1,0
589,25,M,White,12000,484,0.267,148,0.0975,undergrad,Business,95000.0,0,0,0,
590,30,M,Other,43000,679,0.238,19,0.0683,undergrad,Arts,59000.0,0,0,0,
591,22,F,White,7500,809,0.284,58,0.062,undergrad,Arts,33000.0,0,0,1,1
592,32,M,White,30000,635,0.083,112,0.1324,graduate,Law,112000.0,1,1,1,1
593,27,F,White,16000,430,0.083,67,0.1492,undergrad,Business,59000.0,0,1,0,
594,29,M,Other,39000,713,0.323,135,0.0452,undergrad,STEM,28000.0,1,0,0,
595,22,F,White,2500,753,0.216,135,0.0452,undergrad,Arts,47000.0,1,0,1,1
596,22,F,White,1500,656,0.072,14,0.0717,undergrad,Arts,22000.0,1,1,1,1
597,20,F,Other,20000,508,0.222,135,0.0452,graduate,STEM,18000.0,1,1,0,
598,25,M,White,37000,640,0.304,186,0.0625,undergrad,Arts,14000.0,0,0,1,0
599,25,M,White,28000,772,0.127,59,0.3318,undergrad,Arts,28000.0,0,1,1,1
600,19,F,Asian,29000,634,0.235,37,0.0627,graduate,Business,101000.0,0,0,1,1
601,24,F,Black,24000,549,0.089,122,0.0715,undergrad,STEM,13000.0,1,1,0,
602,21,M,Asian,34000,656,0.129,135,0.0452,graduate,Business,45000.0,1,1,1,1
603,31,F,Other,22000,771,0.489,135,0.0452,undergrad,STEM,40000.0,0,0,0,
604,20,F,White,4000,651,0.275,47,0.0941,undergrad,STEM,57000.0,0,0,0,
605,23,F,Black,43000,808,0.158,104,0.0834,graduate,Business,51000.0,1,1,1,1
606,23,M,White,2500,828,0.334,30,0.0321,undergrad,Arts,14000.0,0,0,1,0
607,22,M,White,3500,626,0.127,35,0.1592,undergrad,Business,76000.0,0,1,1,1
608,28,F,White,29000,800,0.397,76,0.0207,undergrad,Arts,19000.0,0,0,1,0
609,24,M,White,49000,707,0.055,14,0.0717,undergrad,Arts,30000.0,1,1,1,1
